run,tracklet_key,success,precision,mean_iou,mean_center_error,frame_count,empty_fallback_count,failure_count,max_failure_streak,first_failure_frame_index,first_failure_source_frame_index,first_persistent_failure_frame_index,first_persistent_failure_source_frame_index,path_variance_count,path_center_gap_mean,path_yaw_gap_mean
M2,e5cabb9d6b474377a206feab4ec64d3f,70.83333333333333,88.75,0.7187522590599498,0.22574686420180837,6,0,0,0,,,,,0,,
M2,64ce64c25d424c3088db384021d8dbb3,84.16666666666669,93.75,0.8437351102756935,0.11217400409613708,6,0,0,0,,,,,0,,
M2,3eff2b1ecf29497e9967dd21509431fe,56.94444444444444,78.88888888888889,0.5738155488028182,0.4417020347271288,9,0,0,0,,,,,0,,
M2,65acd0cbce474d9cb2eef362a1b279be,56.19047619047619,54.76190476190476,0.5593833721806878,0.9204569204047776,21,2,0,0,,,,,0,,
M2,a9916751b03c494dafa2eddc4496e702,82.67857142857142,91.25000000000001,0.8289433413278965,0.160544928041771,14,0,0,0,,,,,0,,
M2,bbe3bc5ca1434a2ea802f5ed5062785e,77.50000000000001,90.38461538461539,0.7759399608220393,0.1887861577991671,13,0,0,0,,,,,0,,
M2,6786acf4f6b644639d550c608785320f,36.44736842105264,58.42105263157894,0.3651993452354793,0.8327702300911555,19,0,0,0,,,,,0,,
M2,856aeb4fa2024f1284c6290a44e9dec5,64.5,83.125,0.6480903813960348,0.33896842405029803,20,0,0,0,,,,,0,,
M2,29d3fb54f8b746118133456815b12eeb,82.88461538461539,92.6923076923077,0.828016094751536,0.15792963625926237,13,0,0,0,,,,,0,,
M2,2197057ff31949819b309f2c7ec9a113,69.72222222222223,85.97222222222223,0.6989809924326815,0.28119787704998944,18,0,0,0,,,,,0,,
M2,29f69a7cb2c544c8a5ef26437a48e021,58.23529411764705,79.70588235294117,0.5797226229426428,0.41221968174889184,17,0,0,0,,,,,0,,
M2,a661e4cd1f644266a8307b4948082ae7,61.617647058823536,81.47058823529412,0.6121283777449125,0.3730172030420075,17,0,0,0,,,,,0,,
M2,9ca01ff2a1b54d2eafaed768e58783ad,57.50000000000001,77.3611111111111,0.5775089749793092,0.45850638297563545,18,0,0,0,,,,,0,,
M2,a1cc58fdb3fa4a0097a315a77ce1be90,67.25,83.74999999999999,0.6723267842329259,0.3229991198591064,10,0,0,0,,,,,0,,
M2,307a3275c31f452eb9c7c66636c7bb27,60.45454545454546,77.27272727272727,0.6041374790552546,0.4426011280200232,11,0,0,0,,,,,0,,
M2,d71462c2ae74472bae3adbf7a41b2fc7,48.45238095238095,67.14285714285714,0.48107199658410904,0.6532151208706062,21,0,0,0,,,,,0,,
M2,6ad58d370ed542a9a68e1fcf5a4f2ee7,32.94117647058823,45.147058823529406,0.32009757751981965,1.1225384089178954,17,3,3,3,14,26,14,26,0,,
M2,55527032f0174fefa3b051a24707bf08,60.357142857142854,75.47619047619048,0.6026873489658249,0.4910947190326861,21,0,0,0,,,,,0,,
M2,fa6ddc168ffb4ab88b718f719357211e,66.02941176470587,84.11764705882354,0.6663892453157689,0.3218274621500208,17,0,0,0,,,,,0,,
M2,77268b95b44a4b89ad17df89479de81c,25.57692307692308,43.46153846153846,0.250741415495821,1.1296349880303929,13,0,0,0,,,,,0,,
