run_key,condition,diagnostic,end_step,end_epoch,block_mean,block_size
B,"Paired views, TWC weight 0",twc_angle_gap,6999,5.545958795562599,0.028523338761180638,1000
B,"Paired views, TWC weight 0",twc_angle_gap,7999,6.338351822503962,0.025314422634895892,1000
B,"Paired views, TWC weight 0",twc_angle_gap,8999,7.130744849445325,0.023085962433367968,1000
B,"Paired views, TWC weight 0",twc_angle_gap,9999,7.923137876386688,0.021481779514811932,1000
B,"Paired views, TWC weight 0",twc_angle_gap,10999,8.71553090332805,0.01995442539965734,1000
B,"Paired views, TWC weight 0",twc_angle_gap,11999,9.507923930269413,0.019002916858531536,1000
B,"Paired views, TWC weight 0",twc_angle_gap,12999,10.300316957210777,0.017547546785324813,1000
B,"Paired views, TWC weight 0",twc_angle_gap,13999,11.092709984152139,0.01707394889323041,1000
B,"Paired views, TWC weight 0",twc_angle_gap,14999,11.885103011093502,0.016615418968722224,1000
B,"Paired views, TWC weight 0",twc_angle_gap,15999,12.677496038034866,0.01617204346321523,1000
B,"Paired views, TWC weight 0",twc_angle_gap,16999,13.469889064976229,0.01553203130653128,1000
B,"Paired views, TWC weight 0",twc_angle_gap,17999,14.26228209191759,0.015201277671847492,1000
B,"Paired views, TWC weight 0",twc_angle_gap,18999,15.054675118858954,0.014290133997332305,1000
B,"Paired views, TWC weight 0",twc_angle_gap,19999,15.847068145800318,0.0138143476000987,1000
B,"Paired views, TWC weight 0",twc_angle_gap,20999,16.63946117274168,0.01337265308573842,1000
B,"Paired views, TWC weight 0",twc_angle_gap,21999,17.43185419968304,0.012771713277790695,1000
B,"Paired views, TWC weight 0",twc_angle_gap,22999,18.224247226624406,0.012612173309084028,1000
B,"Paired views, TWC weight 0",twc_angle_gap,23999,19.016640253565768,0.012375718645984307,1000
B,"Paired views, TWC weight 0",twc_angle_gap,24999,19.80903328050713,0.01173696577968076,1000
B,"Paired views, TWC weight 0",twc_angle_gap,25999,20.601426307448495,0.011488064749166369,1000
B,"Paired views, TWC weight 0",twc_angle_gap,26999,21.393819334389857,0.01121001900266856,1000
B,"Paired views, TWC weight 0",twc_angle_gap,27999,22.18621236133122,0.010538005822570995,1000
